time,open,high,low,close,tick_volume,spread,real_volume
2024-08-14 16:30:00,1.10215,1.1041,1.10208,1.10404,1688,16,0
2024-08-14 16:45:00,1.10403,1.10417,1.10338,1.10367,1564,15,0
2024-08-14 17:00:00,1.10368,1.10376,1.1026799999999999,1.1026799999999999,1538,16,0
2024-08-14 17:15:00,1.1027,1.10386,1.10263,1.10385,1178,16,0
2024-08-14 17:30:00,1.10386,1.10465,1.10386,1.10418,1525,16,0
2024-08-14 17:45:00,1.10419,1.10439,1.10334,1.10348,1384,15,0
2024-08-14 18:00:00,1.10348,1.10354,1.1026,1.10262,927,15,0
2024-08-14 18:15:00,1.10262,1.10282,1.10221,1.10221,787,15,0
2024-08-14 18:30:00,1.10223,1.10236,1.10204,1.10234,731,15,0
2024-08-14 18:45:00,1.10234,1.10246,1.10212,1.10224,691,15,0
2024-08-14 19:00:00,1.10225,1.10233,1.10168,1.10195,704,15,0
2024-08-14 19:15:00,1.10194,1.10198,1.10154,1.10166,828,15,0
2024-08-14 19:30:00,1.10167,1.10194,1.10162,1.1017,697,15,0
2024-08-14 19:45:00,1.1017,1.10186,1.1014599999999999,1.10175,676,16,0
2024-08-14 20:00:00,1.10175,1.10176,1.10144,1.1014599999999999,404,16,0
2024-08-14 20:15:00,1.10145,1.10168,1.10123,1.10141,610,15,0
2024-08-14 20:30:00,1.10142,1.10163,1.10132,1.10142,542,16,0
2024-08-14 20:45:00,1.10143,1.10156,1.10123,1.10135,441,16,0
2024-08-14 21:00:00,1.10134,1.10134,1.10105,1.10108,489,16,0
2024-08-14 21:15:00,1.10109,1.10139,1.10101,1.10122,358,15,0
2024-08-14 21:30:00,1.10121,1.10135,1.10117,1.10127,290,16,0
2024-08-14 21:45:00,1.10126,1.10162,1.10122,1.10148,398,15,0
2024-08-14 22:00:00,1.10147,1.10157,1.10135,1.10142,399,15,0
2024-08-14 22:15:00,1.10147,1.10149,1.10121,1.10122,508,15,0
2024-08-14 22:30:00,1.10124,1.10137,1.10106,1.10128,440,15,0
