close_days,sl_perc,tp_perc,buy_threshold,sell_threshold,Return [%]
2,0.007,0.007,0.001,0.003,-1.0634848950605071
2,0.004,0.005,0.001,0.003,-0.997870867592591
2,0.004,0.004,0.001,0.003,-0.997870867592591
2,0.004,0.002,0.001,0.003,-0.997870867592591
2,0.004,0.006,0.001,0.003,-0.997870867592591
2,0.004,0.008,0.001,0.003,-0.997870867592591
2,0.004,0.003,0.001,0.003,-0.997870867592591
2,0.004,0.007,0.001,0.003,-0.997870867592591
2,0.004,0.001,0.001,0.003,-0.997870867592591
2,0.003,0.006,0.001,0.001,-0.9768595560193869
2,0.003,0.003,0.001,0.001,-0.9768595560193869
2,0.003,0.001,0.001,0.001,-0.9768595560193869
2,0.003,0.002,0.001,0.001,-0.9768595560193869
2,0.003,0.008,0.001,0.001,-0.9768595560193869
2,0.003,0.004,0.001,0.001,-0.9768595560193869
2,0.003,0.005,0.001,0.001,-0.9768595560193869
2,0.003,0.007,0.001,0.001,-0.9768595560193869
1,0.004,0.001,0.001,0.003,-0.9608791486092325
1,0.004,0.003,0.001,0.003,-0.9608791486092325
1,0.004,0.004,0.001,0.003,-0.9608791486092325
1,0.004,0.005,0.001,0.003,-0.9608791486092325
1,0.004,0.002,0.001,0.003,-0.9608791486092325
1,0.004,0.007,0.001,0.003,-0.9608791486092325
1,0.004,0.008,0.001,0.003,-0.9608791486092325
1,0.004,0.006,0.001,0.003,-0.9608791486092325
2,0.007,0.007,0.001,0.004,-0.9278470386873702
2,0.007,0.005,0.001,0.004,-0.9278470386873702
2,0.007,0.006,0.001,0.004,-0.9278470386873702
2,0.007,0.001,0.001,0.004,-0.9278470386873702
2,0.007,0.003,0.001,0.004,-0.9278470386873702
2,0.007,0.004,0.001,0.004,-0.9278470386873702
2,0.007,0.002,0.001,0.004,-0.9278470386873702
2,0.007,0.008,0.001,0.004,-0.9278470386873702
2,0.003,0.005,0.001,0.003,-0.7961079824761821
2,0.003,0.002,0.001,0.003,-0.7961079824761821
2,0.003,0.004,0.001,0.003,-0.7961079824761821
2,0.003,0.001,0.001,0.003,-0.7961079824761821
2,0.003,0.008,0.001,0.003,-0.7961079824761821
2,0.003,0.006,0.001,0.003,-0.7961079824761821
2,0.003,0.007,0.001,0.003,-0.7961079824761821
2,0.003,0.003,0.001,0.003,-0.7961079824761821
2,0.006,0.005,0.001,0.001,-0.6487010169943043
2,0.006,0.008,0.001,0.001,-0.6487010169943043
2,0.006,0.001,0.001,0.001,-0.6487010169943043
2,0.006,0.004,0.001,0.001,-0.6487010169943043
2,0.006,0.003,0.001,0.001,-0.6487010169943043
2,0.006,0.002,0.001,0.001,-0.6487010169943043
2,0.006,0.006,0.001,0.001,-0.6487010169943043
2,0.006,0.007,0.001,0.001,-0.6487010169943043
1,0.003,0.004,0.001,0.004,-0.6073022217885296
1,0.003,0.007,0.001,0.004,-0.6073022217885296
1,0.003,0.005,0.001,0.004,-0.6073022217885296
1,0.003,0.002,0.001,0.004,-0.6073022217885296
1,0.003,0.001,0.001,0.004,-0.6073022217885296
1,0.003,0.003,0.001,0.004,-0.6073022217885296
1,0.003,0.008,0.001,0.004,-0.6073022217885296
1,0.003,0.006,0.001,0.004,-0.6073022217885296
2,0.008,0.007,0.004,0.002,-0.5347958169552006
2,0.008,0.008,0.004,0.002,-0.5347958169552006
2,0.008,0.001,0.004,0.002,-0.5347958169552006
2,0.008,0.002,0.004,0.002,-0.5347958169552006
2,0.008,0.005,0.004,0.002,-0.5347958169552006
2,0.008,0.004,0.004,0.002,-0.5347958169552006
2,0.008,0.006,0.004,0.002,-0.5347958169552006
2,0.008,0.003,0.004,0.002,-0.5347958169552006
2,0.004,0.007,0.001,0.001,-0.5312807602838158
2,0.004,0.001,0.001,0.001,-0.5312807602838158
2,0.004,0.008,0.001,0.001,-0.5312807602838158
2,0.004,0.006,0.001,0.001,-0.5312807602838158
2,0.004,0.003,0.001,0.001,-0.5312807602838158
2,0.004,0.002,0.001,0.001,-0.5312807602838158
2,0.004,0.004,0.001,0.001,-0.5312807602838158
2,0.004,0.005,0.001,0.001,-0.5312807602838158
1,0.004,0.002,0.001,0.004,-0.5245326569450223
1,0.004,0.001,0.001,0.004,-0.5245326569450223
1,0.004,0.007,0.001,0.004,-0.5245326569450223
1,0.004,0.003,0.001,0.004,-0.5245326569450223
1,0.004,0.004,0.001,0.004,-0.5245326569450223
1,0.004,0.008,0.001,0.004,-0.5245326569450223
1,0.004,0.006,0.001,0.004,-0.5245326569450223
1,0.004,0.005,0.001,0.004,-0.5245326569450223
2,0.006,0.007,0.004,0.001,-0.49239710043163615
2,0.006,0.001,0.004,0.001,-0.49239710043163615
2,0.006,0.006,0.004,0.001,-0.49239710043163615
2,0.006,0.004,0.004,0.001,-0.49239710043163615
2,0.006,0.003,0.004,0.001,-0.49239710043163615
2,0.006,0.008,0.004,0.001,-0.49239710043163615
2,0.006,0.002,0.004,0.001,-0.49239710043163615
2,0.006,0.005,0.004,0.001,-0.49239710043163615
2,0.006,0.003,0.004,0.002,-0.4561301042885475
2,0.006,0.004,0.004,0.002,-0.4561301042885475
2,0.006,0.008,0.004,0.002,-0.4561301042885475
2,0.006,0.005,0.004,0.002,-0.4561301042885475
2,0.006,0.006,0.004,0.002,-0.4561301042885475
2,0.006,0.001,0.004,0.002,-0.4561301042885475
2,0.006,0.007,0.004,0.002,-0.4561301042885475
2,0.006,0.002,0.004,0.002,-0.4561301042885475
2,0.006,0.005,0.001,0.003,-0.4335817581797414
2,0.006,0.002,0.001,0.003,-0.4335817581797414
2,0.006,0.006,0.001,0.003,-0.4335817581797414
2,0.006,0.004,0.001,0.003,-0.4335817581797414
2,0.006,0.001,0.001,0.003,-0.4335817581797414
2,0.006,0.007,0.001,0.003,-0.4335817581797414
2,0.006,0.008,0.001,0.003,-0.4335817581797414
2,0.006,0.003,0.001,0.003,-0.4335817581797414
2,0.008,0.002,0.001,0.003,-0.4218899128845616
2,0.008,0.007,0.001,0.003,-0.4218899128845616
2,0.008,0.004,0.001,0.003,-0.4218899128845616
2,0.008,0.008,0.001,0.003,-0.4218899128845616
2,0.008,0.005,0.001,0.003,-0.4218899128845616
2,0.008,0.003,0.001,0.003,-0.4218899128845616
2,0.008,0.001,0.001,0.003,-0.4218899128845616
2,0.008,0.006,0.001,0.003,-0.4218899128845616
2,0.008,0.001,0.001,0.001,-0.40018514163199365
2,0.008,0.002,0.001,0.001,-0.40018514163199365
2,0.008,0.003,0.001,0.001,-0.40018514163199365
2,0.008,0.007,0.001,0.001,-0.40018514163199365
2,0.008,0.008,0.001,0.001,-0.40018514163199365
2,0.008,0.005,0.001,0.001,-0.40018514163199365
2,0.008,0.004,0.001,0.001,-0.40018514163199365
2,0.008,0.006,0.001,0.001,-0.40018514163199365
2,0.007,0.005,0.004,0.002,-0.3359694389551843
2,0.007,0.001,0.004,0.002,-0.3359694389551843
2,0.007,0.002,0.004,0.002,-0.3359694389551843
2,0.007,0.008,0.004,0.002,-0.3359694389551843
2,0.007,0.004,0.004,0.002,-0.3359694389551843
2,0.007,0.003,0.004,0.002,-0.3359694389551843
2,0.007,0.006,0.004,0.002,-0.3359694389551843
2,0.007,0.007,0.004,0.002,-0.3359694389551843
2,0.006,0.007,0.001,0.004,-0.28965878493024394
2,0.006,0.003,0.001,0.004,-0.28965878493024394
2,0.006,0.008,0.001,0.004,-0.28965878493024394
2,0.006,0.006,0.001,0.004,-0.28965878493024394
2,0.006,0.004,0.001,0.004,-0.28965878493024394
2,0.006,0.001,0.001,0.004,-0.28965878493024394
2,0.006,0.002,0.001,0.004,-0.28965878493024394
2,0.006,0.005,0.001,0.004,-0.28965878493024394
2,0.007,0.007,0.004,0.001,-0.2733472250686949
2,0.007,0.008,0.004,0.001,-0.2733472250686949
2,0.007,0.001,0.004,0.001,-0.2733472250686949
2,0.007,0.004,0.004,0.001,-0.2733472250686949
2,0.007,0.006,0.004,0.001,-0.2733472250686949
2,0.007,0.005,0.004,0.001,-0.2733472250686949
2,0.007,0.002,0.004,0.001,-0.2733472250686949
2,0.007,0.003,0.004,0.001,-0.2733472250686949
2,0.008,0.006,0.001,0.004,-0.2633368522026747
2,0.008,0.001,0.001,0.004,-0.2633368522026747
2,0.008,0.005,0.001,0.004,-0.2633368522026747
2,0.008,0.008,0.001,0.004,-0.2633368522026747
2,0.008,0.002,0.001,0.004,-0.2633368522026747
2,0.008,0.007,0.001,0.004,-0.2633368522026747
2,0.008,0.003,0.001,0.004,-0.2633368522026747
2,0.008,0.004,0.001,0.004,-0.2633368522026747
2,0.008,0.005,0.004,0.005,-0.26236585764598885
2,0.008,0.008,0.004,0.005,-0.26236585764598885
2,0.008,0.002,0.004,0.005,-0.26236585764598885
2,0.008,0.004,0.004,0.005,-0.26236585764598885
2,0.008,0.003,0.004,0.005,-0.26236585764598885
2,0.008,0.007,0.004,0.005,-0.26236585764598885
2,0.008,0.006,0.004,0.005,-0.26236585764598885
2,0.008,0.001,0.004,0.005,-0.26236585764598885
1,0.006,0.006,0.004,0.001,-0.25398637450901634
1,0.006,0.008,0.004,0.001,-0.25398637450901634
1,0.006,0.003,0.004,0.001,-0.25398637450901634
1,0.006,0.002,0.004,0.001,-0.25398637450901634
1,0.006,0.005,0.004,0.001,-0.25398637450901634
1,0.006,0.001,0.004,0.001,-0.25398637450901634
1,0.006,0.007,0.004,0.001,-0.25398637450901634
1,0.006,0.004,0.004,0.001,-0.25398637450901634
1,0.006,0.002,0.004,0.002,-0.22986380327699862
1,0.006,0.003,0.004,0.002,-0.22986380327699862
1,0.006,0.005,0.004,0.002,-0.22986380327699862
1,0.006,0.006,0.004,0.002,-0.22986380327699862
1,0.006,0.001,0.004,0.002,-0.22986380327699862
1,0.006,0.004,0.004,0.002,-0.22986380327699862
1,0.006,0.008,0.004,0.002,-0.22986380327699862
1,0.006,0.007,0.004,0.002,-0.22986380327699862
2,0.003,0.008,0.001,0.004,-0.20718291400136954
2,0.003,0.004,0.001,0.004,-0.20718291400136954
2,0.003,0.003,0.001,0.004,-0.20718291400136954
2,0.003,0.006,0.001,0.004,-0.20718291400136954
2,0.003,0.005,0.001,0.004,-0.20718291400136954
2,0.003,0.001,0.001,0.004,-0.20718291400136954
2,0.003,0.007,0.001,0.004,-0.20718291400136954
2,0.003,0.002,0.001,0.004,-0.20718291400136954
2,0.006,0.001,0.004,0.005,-0.1844432136459962
2,0.006,0.006,0.004,0.005,-0.1844432136459962
2,0.006,0.004,0.004,0.005,-0.1844432136459962
2,0.006,0.002,0.004,0.005,-0.1844432136459962
2,0.006,0.005,0.004,0.005,-0.1844432136459962
2,0.006,0.007,0.004,0.005,-0.1844432136459962
2,0.006,0.008,0.004,0.005,-0.1844432136459962
2,0.006,0.003,0.004,0.005,-0.1844432136459962
2,0.005,0.003,0.001,0.004,-0.17768685327215886
2,0.005,0.005,0.001,0.004,-0.17768685327215886
2,0.005,0.001,0.001,0.004,-0.17768685327215886
2,0.005,0.002,0.001,0.004,-0.17768685327215886
2,0.005,0.007,0.001,0.004,-0.17768685327215886
2,0.005,0.008,0.001,0.004,-0.17768685327215886
2,0.005,0.006,0.001,0.004,-0.17768685327215886
2,0.005,0.004,0.001,0.004,-0.17768685327215886
1,0.006,0.002,0.004,0.005,-0.1682615452044729
1,0.006,0.003,0.004,0.005,-0.1682615452044729
1,0.006,0.006,0.004,0.005,-0.1682615452044729
1,0.006,0.001,0.004,0.005,-0.1682615452044729
1,0.006,0.004,0.004,0.005,-0.1682615452044729
1,0.006,0.008,0.004,0.005,-0.1682615452044729
1,0.006,0.005,0.004,0.005,-0.1682615452044729
1,0.006,0.007,0.004,0.005,-0.1682615452044729
2,0.007,0.004,0.004,0.005,-0.06127043297931323
2,0.007,0.003,0.004,0.005,-0.06127043297931323
2,0.007,0.005,0.004,0.005,-0.06127043297931323
2,0.007,0.002,0.004,0.005,-0.06127043297931323
2,0.007,0.001,0.004,0.005,-0.06127043297931323
2,0.007,0.006,0.004,0.005,-0.06127043297931323
2,0.007,0.007,0.004,0.005,-0.06127043297931323
2,0.007,0.008,0.004,0.005,-0.06127043297931323
1,0.008,0.006,0.004,0.002,0.002269870722993043
1,0.008,0.002,0.004,0.002,0.002269870722993043
1,0.008,0.005,0.004,0.002,0.002269870722993043
1,0.008,0.007,0.004,0.002,0.002269870722993043
1,0.008,0.008,0.004,0.002,0.002269870722993043
1,0.008,0.003,0.004,0.002,0.002269870722993043
1,0.008,0.004,0.004,0.002,0.002269870722993043
1,0.008,0.001,0.004,0.002,0.002269870722993043
2,0.004,0.008,0.001,0.004,0.03582903627170708
2,0.004,0.003,0.001,0.004,0.03582903627170708
2,0.004,0.007,0.001,0.004,0.03582903627170708
2,0.004,0.001,0.001,0.004,0.03582903627170708
2,0.004,0.006,0.001,0.004,0.03582903627170708
2,0.004,0.004,0.001,0.004,0.03582903627170708
2,0.004,0.002,0.001,0.004,0.03582903627170708
2,0.004,0.005,0.001,0.004,0.03582903627170708
2,0.005,0.004,0.001,0.001,0.04857540083154769
2,0.005,0.006,0.001,0.001,0.04857540083154769
2,0.005,0.003,0.001,0.001,0.04857540083154769
2,0.005,0.001,0.001,0.001,0.04857540083154769
2,0.005,0.007,0.001,0.001,0.04857540083154769
2,0.005,0.002,0.001,0.001,0.04857540083154769
2,0.005,0.005,0.001,0.001,0.04857540083154769
2,0.005,0.008,0.001,0.001,0.04857540083154769
1,0.008,0.007,0.004,0.005,0.06610536879552835
1,0.008,0.008,0.004,0.005,0.06610536879552835
1,0.008,0.002,0.004,0.005,0.06610536879552835
1,0.008,0.003,0.004,0.005,0.06610536879552835
1,0.008,0.005,0.004,0.005,0.06610536879552835
1,0.008,0.001,0.004,0.005,0.06610536879552835
1,0.008,0.006,0.004,0.005,0.06610536879552835
1,0.008,0.004,0.004,0.005,0.06610536879552835
2,0.007,0.001,0.002,0.005,0.09480399938865958
2,0.007,0.008,0.002,0.005,0.09480399938865958
2,0.007,0.002,0.002,0.005,0.09480399938865958
2,0.007,0.003,0.002,0.005,0.09480399938865958
2,0.007,0.007,0.002,0.005,0.09480399938865958
2,0.007,0.004,0.002,0.005,0.09480399938865958
2,0.007,0.005,0.002,0.005,0.09480399938865958
2,0.007,0.006,0.002,0.005,0.09480399938865958
1,0.007,0.004,0.004,0.001,0.11445690473846071
1,0.007,0.003,0.004,0.001,0.11445690473846071
1,0.007,0.008,0.004,0.001,0.11445690473846071
1,0.007,0.002,0.004,0.001,0.11445690473846071
1,0.007,0.007,0.004,0.001,0.11445690473846071
1,0.007,0.005,0.004,0.001,0.11445690473846071
1,0.007,0.006,0.004,0.001,0.11445690473846071
1,0.007,0.001,0.004,0.001,0.11445690473846071
2,0.007,0.006,0.002,0.002,0.12166717224194674
2,0.007,0.008,0.002,0.002,0.12166717224194674
2,0.007,0.007,0.002,0.002,0.12166717224194674
2,0.007,0.005,0.002,0.002,0.12166717224194674
2,0.007,0.001,0.002,0.002,0.12166717224194674
2,0.007,0.004,0.002,0.002,0.12166717224194674
2,0.007,0.002,0.002,0.002,0.12166717224194674
2,0.007,0.003,0.002,0.002,0.12166717224194674
1,0.007,0.004,0.004,0.002,0.20446862872302063
1,0.007,0.005,0.004,0.002,0.20446862872302063
1,0.007,0.003,0.004,0.002,0.20446862872302063
1,0.007,0.001,0.004,0.002,0.20446862872302063
1,0.007,0.007,0.004,0.002,0.20446862872302063
1,0.007,0.008,0.004,0.002,0.20446862872302063
1,0.007,0.002,0.004,0.002,0.20446862872302063
1,0.007,0.006,0.004,0.002,0.20446862872302063
2,0.004,0.008,0.002,0.002,0.23437188569634299
2,0.004,0.003,0.002,0.002,0.23437188569634299
2,0.004,0.004,0.002,0.002,0.23437188569634299
2,0.004,0.007,0.002,0.002,0.23437188569634299
2,0.004,0.001,0.002,0.002,0.23437188569634299
2,0.004,0.006,0.002,0.002,0.23437188569634299
2,0.004,0.002,0.002,0.002,0.23437188569634299
2,0.004,0.005,0.002,0.002,0.23437188569634299
2,0.008,0.006,0.002,0.005,0.2461447703027678
2,0.008,0.003,0.002,0.005,0.2461447703027678
2,0.008,0.004,0.002,0.005,0.2461447703027678
2,0.008,0.007,0.002,0.005,0.2461447703027678
2,0.008,0.008,0.002,0.005,0.2461447703027678
2,0.008,0.002,0.002,0.005,0.2461447703027678
2,0.008,0.001,0.002,0.005,0.2461447703027678
2,0.008,0.005,0.002,0.005,0.2461447703027678
2,0.008,0.002,0.002,0.002,0.2658873440955176
2,0.008,0.006,0.002,0.002,0.2658873440955176
2,0.008,0.003,0.002,0.002,0.2658873440955176
2,0.008,0.005,0.002,0.002,0.2658873440955176
2,0.008,0.001,0.002,0.002,0.2658873440955176
2,0.008,0.007,0.002,0.002,0.2658873440955176
2,0.008,0.008,0.002,0.002,0.2658873440955176
2,0.008,0.004,0.002,0.002,0.2658873440955176
1,0.007,0.008,0.004,0.005,0.26825790212888023
1,0.007,0.005,0.004,0.005,0.26825790212888023
1,0.007,0.003,0.004,0.005,0.26825790212888023
1,0.007,0.007,0.004,0.005,0.26825790212888023
1,0.007,0.002,0.004,0.005,0.26825790212888023
1,0.007,0.006,0.004,0.005,0.26825790212888023
1,0.007,0.001,0.004,0.005,0.26825790212888023
1,0.007,0.004,0.004,0.005,0.26825790212888023
1,0.007,0.006,0.002,0.002,0.26924966888992685
1,0.007,0.004,0.002,0.002,0.26924966888992685
1,0.007,0.007,0.002,0.002,0.26924966888992685
1,0.007,0.005,0.002,0.002,0.26924966888992685
1,0.007,0.003,0.002,0.002,0.26924966888992685
1,0.007,0.002,0.002,0.002,0.26924966888992685
1,0.007,0.001,0.002,0.002,0.26924966888992685
1,0.007,0.008,0.002,0.002,0.26924966888992685
2,0.005,0.003,0.002,0.002,0.2883588953483809
2,0.005,0.004,0.002,0.002,0.2883588953483809
2,0.005,0.005,0.002,0.002,0.2883588953483809
2,0.005,0.006,0.002,0.002,0.2883588953483809
2,0.005,0.008,0.002,0.002,0.2883588953483809
2,0.005,0.002,0.002,0.002,0.2883588953483809
2,0.005,0.007,0.002,0.002,0.2883588953483809
2,0.005,0.001,0.002,0.002,0.2883588953483809
2,0.004,0.003,0.002,0.005,0.3199312075256179
2,0.004,0.001,0.002,0.005,0.3199312075256179
2,0.004,0.002,0.002,0.005,0.3199312075256179
2,0.004,0.004,0.002,0.005,0.3199312075256179
2,0.004,0.005,0.002,0.005,0.3199312075256179
2,0.004,0.006,0.002,0.005,0.3199312075256179
2,0.004,0.007,0.002,0.005,0.3199312075256179
2,0.004,0.008,0.002,0.005,0.3199312075256179
1,0.005,0.003,0.002,0.002,0.3343202912089396
1,0.005,0.005,0.002,0.002,0.3343202912089396
1,0.005,0.007,0.002,0.002,0.3343202912089396
1,0.005,0.008,0.002,0.002,0.3343202912089396
1,0.005,0.002,0.002,0.002,0.3343202912089396
1,0.005,0.006,0.002,0.002,0.3343202912089396
1,0.005,0.001,0.002,0.002,0.3343202912089396
1,0.005,0.004,0.002,0.002,0.3343202912089396
1,0.006,0.006,0.002,0.002,0.3382496123532329
1,0.006,0.005,0.002,0.002,0.3382496123532329
1,0.006,0.007,0.002,0.002,0.3382496123532329
1,0.006,0.002,0.002,0.002,0.3382496123532329
1,0.006,0.004,0.002,0.002,0.3382496123532329
1,0.006,0.001,0.002,0.002,0.3382496123532329
1,0.006,0.008,0.002,0.002,0.3382496123532329
1,0.006,0.003,0.002,0.002,0.3382496123532329
2,0.008,0.007,0.004,0.001,0.36623648235003736
2,0.008,0.004,0.004,0.001,0.36623648235003736
2,0.008,0.008,0.004,0.001,0.36623648235003736
2,0.008,0.006,0.004,0.001,0.36623648235003736
2,0.008,0.002,0.004,0.001,0.36623648235003736
2,0.008,0.001,0.004,0.001,0.36623648235003736
2,0.008,0.005,0.004,0.001,0.36623648235003736
2,0.008,0.003,0.004,0.001,0.36623648235003736
2,0.006,0.003,0.002,0.005,0.37053014986346017
2,0.006,0.002,0.002,0.005,0.37053014986346017
2,0.006,0.006,0.002,0.005,0.37053014986346017
2,0.006,0.008,0.002,0.005,0.37053014986346017
2,0.006,0.005,0.002,0.005,0.37053014986346017
2,0.006,0.007,0.002,0.005,0.37053014986346017
2,0.006,0.004,0.002,0.005,0.37053014986346017
2,0.006,0.001,0.002,0.005,0.37053014986346017
2,0.006,0.008,0.002,0.002,0.39234001818186925
2,0.006,0.005,0.002,0.002,0.39234001818186925
2,0.006,0.004,0.002,0.002,0.39234001818186925
2,0.006,0.006,0.002,0.002,0.39234001818186925
2,0.006,0.007,0.002,0.002,0.39234001818186925
2,0.006,0.002,0.002,0.002,0.39234001818186925
2,0.006,0.001,0.002,0.002,0.39234001818186925
2,0.006,0.003,0.002,0.002,0.39234001818186925
1,0.008,0.005,0.002,0.002,0.4014421139998869
1,0.008,0.006,0.002,0.002,0.4014421139998869
1,0.008,0.004,0.002,0.002,0.4014421139998869
1,0.008,0.003,0.002,0.002,0.4014421139998869
1,0.008,0.002,0.002,0.002,0.4014421139998869
1,0.008,0.001,0.002,0.002,0.4014421139998869
1,0.008,0.007,0.002,0.002,0.4014421139998869
1,0.008,0.008,0.002,0.002,0.4014421139998869
1,0.007,0.001,0.002,0.005,0.4293352333983573
1,0.007,0.007,0.002,0.005,0.4293352333983573
1,0.007,0.002,0.002,0.005,0.4293352333983573
1,0.007,0.003,0.002,0.005,0.4293352333983573
1,0.007,0.004,0.002,0.005,0.4293352333983573
1,0.007,0.006,0.002,0.005,0.4293352333983573
1,0.007,0.005,0.002,0.005,0.4293352333983573
1,0.007,0.008,0.002,0.005,0.4293352333983573
1,0.001,0.002,0.002,0.005,0.43654647246595835
1,0.001,0.005,0.002,0.005,0.43654647246595835
1,0.001,0.003,0.002,0.005,0.43654647246595835
1,0.001,0.008,0.002,0.005,0.43654647246595835
1,0.001,0.007,0.002,0.005,0.43654647246595835
1,0.001,0.004,0.002,0.005,0.43654647246595835
1,0.001,0.001,0.002,0.005,0.43654647246595835
1,0.001,0.006,0.002,0.005,0.43654647246595835
1,0.004,0.007,0.002,0.002,0.4655039064568693
1,0.004,0.001,0.002,0.002,0.4655039064568693
1,0.004,0.003,0.002,0.002,0.4655039064568693
1,0.004,0.005,0.002,0.002,0.4655039064568693
1,0.004,0.004,0.002,0.002,0.4655039064568693
1,0.004,0.006,0.002,0.002,0.4655039064568693
1,0.004,0.002,0.002,0.002,0.4655039064568693
1,0.004,0.008,0.002,0.002,0.4655039064568693
2,0.005,0.001,0.004,0.002,0.48038179120940566
2,0.005,0.004,0.004,0.002,0.48038179120940566
2,0.005,0.006,0.004,0.002,0.48038179120940566
2,0.005,0.008,0.004,0.002,0.48038179120940566
2,0.005,0.002,0.004,0.002,0.48038179120940566
2,0.005,0.007,0.004,0.002,0.48038179120940566
2,0.005,0.003,0.004,0.002,0.48038179120940566
2,0.005,0.005,0.004,0.002,0.48038179120940566
2,0.005,0.004,0.002,0.005,0.4816868801575727
2,0.005,0.003,0.002,0.005,0.4816868801575727
2,0.005,0.008,0.002,0.005,0.4816868801575727
2,0.005,0.005,0.002,0.005,0.4816868801575727
2,0.005,0.007,0.002,0.005,0.4816868801575727
2,0.005,0.006,0.002,0.005,0.4816868801575727
2,0.005,0.002,0.002,0.005,0.4816868801575727
2,0.005,0.001,0.002,0.005,0.4816868801575727
1,0.006,0.004,0.002,0.005,0.4998321828652668
1,0.006,0.008,0.002,0.005,0.4998321828652668
1,0.006,0.001,0.002,0.005,0.4998321828652668
1,0.006,0.005,0.002,0.005,0.4998321828652668
1,0.006,0.007,0.002,0.005,0.4998321828652668
1,0.006,0.002,0.002,0.005,0.4998321828652668
1,0.006,0.006,0.002,0.005,0.4998321828652668
1,0.006,0.003,0.002,0.005,0.4998321828652668
1,0.005,0.004,0.002,0.005,0.5081229791842171
1,0.005,0.002,0.002,0.005,0.5081229791842171
1,0.005,0.001,0.002,0.005,0.5081229791842171
1,0.005,0.003,0.002,0.005,0.5081229791842171
1,0.005,0.008,0.002,0.005,0.5081229791842171
1,0.005,0.005,0.002,0.005,0.5081229791842171
1,0.005,0.006,0.002,0.005,0.5081229791842171
1,0.005,0.007,0.002,0.005,0.5081229791842171
1,0.001,0.001,0.002,0.001,0.5375270733322092
1,0.001,0.003,0.002,0.001,0.5375270733322092
1,0.001,0.004,0.002,0.001,0.5375270733322092
1,0.001,0.008,0.002,0.001,0.5375270733322092
1,0.001,0.005,0.002,0.001,0.5375270733322092
1,0.001,0.007,0.002,0.001,0.5375270733322092
1,0.001,0.006,0.002,0.001,0.5375270733322092
1,0.001,0.002,0.002,0.001,0.5375270733322092
2,0.001,0.002,0.004,0.001,0.5416759643378745
2,0.001,0.003,0.004,0.001,0.5416759643378745
2,0.001,0.007,0.004,0.001,0.5416759643378745
2,0.001,0.001,0.004,0.001,0.5416759643378745
2,0.001,0.006,0.004,0.001,0.5416759643378745
2,0.001,0.005,0.004,0.001,0.5416759643378745
2,0.001,0.008,0.004,0.001,0.5416759643378745
2,0.001,0.004,0.004,0.001,0.5416759643378745
2,0.001,0.001,0.002,0.005,0.5419557116023839
2,0.001,0.008,0.002,0.005,0.5419557116023839
2,0.001,0.002,0.002,0.005,0.5419557116023839
2,0.001,0.005,0.002,0.005,0.5419557116023839
2,0.001,0.006,0.002,0.005,0.5419557116023839
2,0.001,0.004,0.002,0.005,0.5419557116023839
2,0.001,0.007,0.002,0.005,0.5419557116023839
2,0.001,0.003,0.002,0.005,0.5419557116023839
2,0.004,0.004,0.004,0.002,0.562324795164443
2,0.004,0.006,0.004,0.002,0.562324795164443
2,0.004,0.008,0.004,0.002,0.562324795164443
2,0.004,0.003,0.004,0.002,0.562324795164443
2,0.004,0.007,0.004,0.002,0.562324795164443
2,0.004,0.001,0.004,0.002,0.562324795164443
2,0.004,0.005,0.004,0.002,0.562324795164443
2,0.004,0.002,0.004,0.002,0.562324795164443
2,0.001,0.007,0.002,0.001,0.5647042217477557
2,0.001,0.004,0.002,0.001,0.5647042217477557
2,0.001,0.006,0.002,0.001,0.5647042217477557
2,0.001,0.003,0.002,0.001,0.5647042217477557
2,0.001,0.005,0.002,0.001,0.5647042217477557
2,0.001,0.001,0.002,0.001,0.5647042217477557
2,0.001,0.002,0.002,0.001,0.5647042217477557
2,0.001,0.008,0.002,0.001,0.5647042217477557
1,0.008,0.001,0.004,0.001,0.5652372005081361
1,0.008,0.004,0.004,0.001,0.5652372005081361
1,0.008,0.002,0.004,0.001,0.5652372005081361
1,0.008,0.005,0.004,0.001,0.5652372005081361
1,0.008,0.006,0.004,0.001,0.5652372005081361
1,0.008,0.007,0.004,0.001,0.5652372005081361
1,0.008,0.003,0.004,0.001,0.5652372005081361
1,0.008,0.008,0.004,0.001,0.5652372005081361
1,0.008,0.008,0.002,0.005,0.5672679800766597
1,0.008,0.003,0.002,0.005,0.5672679800766597
1,0.008,0.004,0.002,0.005,0.5672679800766597
1,0.008,0.007,0.002,0.005,0.5672679800766597
1,0.008,0.002,0.002,0.005,0.5672679800766597
1,0.008,0.001,0.002,0.005,0.5672679800766597
1,0.008,0.005,0.002,0.005,0.5672679800766597
1,0.008,0.006,0.002,0.005,0.5672679800766597
1,0.004,0.006,0.002,0.005,0.6132324129652981
1,0.004,0.005,0.002,0.005,0.6132324129652981
1,0.004,0.004,0.002,0.005,0.6132324129652981
1,0.004,0.003,0.002,0.005,0.6132324129652981
1,0.004,0.002,0.002,0.005,0.6132324129652981
1,0.004,0.008,0.002,0.005,0.6132324129652981
1,0.004,0.001,0.002,0.005,0.6132324129652981
1,0.004,0.007,0.002,0.005,0.6132324129652981
2,0.008,0.005,0.005,0.002,0.6191316710051448
2,0.008,0.002,0.005,0.002,0.6191316710051448
2,0.008,0.007,0.005,0.002,0.6191316710051448
2,0.008,0.003,0.005,0.002,0.6191316710051448
