close_days,sl_perc,tp_perc,buy_threshold,sell_threshold,Return [%]
2,0.008,0.001,0.005,0.002,0.6191316710051448
2,0.008,0.008,0.005,0.002,0.6191316710051448
2,0.008,0.006,0.005,0.002,0.6191316710051448
2,0.008,0.004,0.005,0.002,0.6191316710051448
2,0.008,0.001,0.004,0.003,0.6243603695273616
2,0.008,0.008,0.004,0.003,0.6243603695273616
2,0.008,0.002,0.004,0.003,0.6243603695273616
2,0.008,0.007,0.004,0.003,0.6243603695273616
2,0.008,0.006,0.004,0.003,0.6243603695273616
2,0.008,0.003,0.004,0.003,0.6243603695273616
2,0.008,0.005,0.004,0.003,0.6243603695273616
2,0.008,0.004,0.004,0.003,0.6243603695273616
1,0.001,0.008,0.002,0.002,0.6301087659748532
1,0.001,0.005,0.002,0.002,0.6301087659748532
1,0.001,0.007,0.002,0.002,0.6301087659748532
1,0.001,0.003,0.002,0.002,0.6301087659748532
1,0.001,0.001,0.002,0.002,0.6301087659748532
1,0.001,0.006,0.002,0.002,0.6301087659748532
1,0.001,0.004,0.002,0.002,0.6301087659748532
1,0.001,0.002,0.002,0.002,0.6301087659748532
2,0.001,0.004,0.004,0.005,0.6398415180926804
2,0.001,0.003,0.004,0.005,0.6398415180926804
2,0.001,0.006,0.004,0.005,0.6398415180926804
2,0.001,0.001,0.004,0.005,0.6398415180926804
2,0.001,0.007,0.004,0.005,0.6398415180926804
2,0.001,0.005,0.004,0.005,0.6398415180926804
2,0.001,0.002,0.004,0.005,0.6398415180926804
2,0.001,0.008,0.004,0.005,0.6398415180926804
2,0.005,0.007,0.005,0.002,0.6717305442405745
2,0.005,0.004,0.005,0.002,0.6717305442405745
2,0.005,0.001,0.005,0.002,0.6717305442405745
2,0.005,0.006,0.005,0.002,0.6717305442405745
2,0.005,0.002,0.005,0.002,0.6717305442405745
2,0.005,0.003,0.005,0.002,0.6717305442405745
2,0.005,0.005,0.005,0.002,0.6717305442405745
2,0.005,0.008,0.005,0.002,0.6717305442405745
2,0.008,0.007,0.003,0.002,0.7032285093361565
2,0.008,0.003,0.003,0.002,0.7032285093361565
2,0.008,0.008,0.003,0.002,0.7032285093361565
2,0.008,0.004,0.003,0.002,0.7032285093361565
2,0.008,0.006,0.003,0.002,0.7032285093361565
2,0.008,0.005,0.003,0.002,0.7032285093361565
2,0.008,0.002,0.003,0.002,0.7032285093361565
2,0.008,0.001,0.003,0.002,0.7032285093361565
2,0.006,0.004,0.004,0.003,0.706931760860698
2,0.006,0.006,0.004,0.003,0.706931760860698
2,0.006,0.005,0.004,0.003,0.706931760860698
2,0.006,0.007,0.004,0.003,0.706931760860698
2,0.006,0.002,0.004,0.003,0.706931760860698
2,0.006,0.003,0.004,0.003,0.706931760860698
2,0.006,0.001,0.004,0.003,0.706931760860698
2,0.006,0.008,0.004,0.003,0.706931760860698
1,0.001,0.003,0.002,0.003,0.7129015031460995
1,0.001,0.002,0.002,0.003,0.7129015031460995
1,0.001,0.006,0.002,0.003,0.7129015031460995
1,0.001,0.008,0.002,0.003,0.7129015031460995
1,0.001,0.004,0.002,0.003,0.7129015031460995
1,0.001,0.007,0.002,0.003,0.7129015031460995
1,0.001,0.001,0.002,0.003,0.7129015031460995
1,0.001,0.005,0.002,0.003,0.7129015031460995
2,0.007,0.001,0.005,0.002,0.720025511005152
2,0.007,0.002,0.005,0.002,0.720025511005152
2,0.007,0.005,0.005,0.002,0.720025511005152
2,0.007,0.004,0.005,0.002,0.720025511005152
2,0.007,0.007,0.005,0.002,0.720025511005152
2,0.007,0.006,0.005,0.002,0.720025511005152
2,0.007,0.008,0.005,0.002,0.720025511005152
2,0.007,0.003,0.005,0.002,0.720025511005152
2,0.001,0.005,0.004,0.002,0.7263999630749822
2,0.001,0.001,0.004,0.002,0.7263999630749822
2,0.001,0.002,0.004,0.002,0.7263999630749822
2,0.001,0.003,0.004,0.002,0.7263999630749822
2,0.001,0.006,0.004,0.002,0.7263999630749822
2,0.001,0.008,0.004,0.002,0.7263999630749822
2,0.001,0.004,0.004,0.002,0.7263999630749822
2,0.001,0.007,0.004,0.002,0.7263999630749822
1,0.002,0.003,0.004,0.002,0.7273267290620613
1,0.002,0.007,0.004,0.002,0.7273267290620613
1,0.002,0.004,0.004,0.002,0.7273267290620613
1,0.002,0.002,0.004,0.002,0.7273267290620613
1,0.002,0.005,0.004,0.002,0.7273267290620613
1,0.002,0.008,0.004,0.002,0.7273267290620613
1,0.002,0.006,0.004,0.002,0.7273267290620613
1,0.002,0.001,0.004,0.002,0.7273267290620613
2,0.001,0.007,0.002,0.002,0.751723131407914
2,0.001,0.008,0.002,0.002,0.751723131407914
2,0.001,0.003,0.002,0.002,0.751723131407914
2,0.001,0.001,0.002,0.002,0.751723131407914
2,0.001,0.006,0.002,0.002,0.751723131407914
2,0.001,0.002,0.002,0.002,0.751723131407914
2,0.001,0.004,0.002,0.002,0.751723131407914
2,0.001,0.005,0.002,0.002,0.751723131407914
1,0.001,0.002,0.004,0.001,0.7583238278855902
1,0.001,0.008,0.004,0.001,0.7583238278855902
1,0.001,0.001,0.004,0.001,0.7583238278855902
1,0.001,0.005,0.004,0.001,0.7583238278855902
1,0.001,0.006,0.004,0.001,0.7583238278855902
1,0.001,0.004,0.004,0.001,0.7583238278855902
1,0.001,0.003,0.004,0.001,0.7583238278855902
1,0.001,0.007,0.004,0.001,0.7583238278855902
2,0.007,0.002,0.005,0.001,0.7771831272883863
2,0.007,0.004,0.005,0.001,0.7771831272883863
2,0.007,0.005,0.005,0.001,0.7771831272883863
2,0.007,0.006,0.005,0.001,0.7771831272883863
2,0.007,0.003,0.005,0.001,0.7771831272883863
2,0.007,0.007,0.005,0.001,0.7771831272883863
2,0.007,0.001,0.005,0.001,0.7771831272883863
2,0.007,0.008,0.005,0.001,0.7771831272883863
1,0.001,0.004,0.004,0.005,0.7801097327393526
1,0.001,0.001,0.004,0.005,0.7801097327393526
1,0.001,0.008,0.004,0.005,0.7801097327393526
1,0.001,0.003,0.004,0.005,0.7801097327393526
1,0.001,0.005,0.004,0.005,0.7801097327393526
1,0.001,0.006,0.004,0.005,0.7801097327393526
1,0.001,0.002,0.004,0.005,0.7801097327393526
1,0.001,0.007,0.004,0.005,0.7801097327393526
2,0.006,0.001,0.005,0.001,0.7840634673806903
2,0.006,0.007,0.005,0.001,0.7840634673806903
2,0.006,0.003,0.005,0.001,0.7840634673806903
2,0.006,0.002,0.005,0.001,0.7840634673806903
2,0.006,0.005,0.005,0.001,0.7840634673806903
2,0.006,0.008,0.005,0.001,0.7840634673806903
2,0.006,0.006,0.005,0.001,0.7840634673806903
2,0.006,0.004,0.005,0.001,0.7840634673806903
2,0.001,0.005,0.004,0.003,0.8009090561100342
2,0.001,0.001,0.004,0.003,0.8009090561100342
2,0.001,0.002,0.004,0.003,0.8009090561100342
2,0.001,0.006,0.004,0.003,0.8009090561100342
2,0.001,0.008,0.004,0.003,0.8009090561100342
2,0.001,0.004,0.004,0.003,0.8009090561100342
2,0.001,0.007,0.004,0.003,0.8009090561100342
2,0.001,0.003,0.004,0.003,0.8009090561100342
2,0.006,0.008,0.005,0.002,0.8209193510051591
2,0.006,0.006,0.005,0.002,0.8209193510051591
2,0.006,0.005,0.005,0.002,0.8209193510051591
2,0.006,0.001,0.005,0.002,0.8209193510051591
2,0.006,0.002,0.005,0.002,0.8209193510051591
2,0.006,0.003,0.005,0.002,0.8209193510051591
2,0.006,0.007,0.005,0.002,0.8209193510051591
2,0.006,0.004,0.005,0.002,0.8209193510051591
2,0.001,0.001,0.002,0.003,0.8260834672009498
2,0.001,0.008,0.002,0.003,0.8260834672009498
2,0.001,0.003,0.002,0.003,0.8260834672009498
2,0.001,0.004,0.002,0.003,0.8260834672009498
2,0.001,0.005,0.002,0.003,0.8260834672009498
2,0.001,0.006,0.002,0.003,0.8260834672009498
2,0.001,0.007,0.002,0.003,0.8260834672009498
2,0.001,0.002,0.002,0.003,0.8260834672009498
2,0.007,0.004,0.004,0.003,0.827259117527376
2,0.007,0.002,0.004,0.003,0.827259117527376
2,0.007,0.008,0.004,0.003,0.827259117527376
2,0.007,0.006,0.004,0.003,0.827259117527376
2,0.007,0.005,0.004,0.003,0.827259117527376
2,0.007,0.003,0.004,0.003,0.827259117527376
2,0.007,0.001,0.004,0.003,0.827259117527376
2,0.007,0.007,0.004,0.003,0.827259117527376
2,0.005,0.003,0.004,0.001,0.8294246270175449
2,0.005,0.005,0.004,0.001,0.8294246270175449
2,0.005,0.008,0.004,0.001,0.8294246270175449
2,0.005,0.002,0.004,0.001,0.8294246270175449
2,0.005,0.007,0.004,0.001,0.8294246270175449
2,0.005,0.001,0.004,0.001,0.8294246270175449
2,0.005,0.004,0.004,0.001,0.8294246270175449
2,0.005,0.006,0.004,0.001,0.8294246270175449
2,0.005,0.003,0.003,0.002,0.830958205310689
2,0.005,0.007,0.003,0.002,0.830958205310689
2,0.005,0.002,0.003,0.002,0.830958205310689
2,0.005,0.005,0.003,0.002,0.830958205310689
2,0.005,0.006,0.003,0.002,0.830958205310689
2,0.005,0.001,0.003,0.002,0.830958205310689
2,0.005,0.004,0.003,0.002,0.830958205310689
2,0.005,0.008,0.003,0.002,0.830958205310689
1,0.004,0.007,0.004,0.002,0.8462860159002427
1,0.004,0.006,0.004,0.002,0.8462860159002427
1,0.004,0.004,0.004,0.002,0.8462860159002427
1,0.004,0.005,0.004,0.002,0.8462860159002427
1,0.004,0.001,0.004,0.002,0.8462860159002427
1,0.004,0.003,0.004,0.002,0.8462860159002427
1,0.004,0.008,0.004,0.002,0.8462860159002427
1,0.004,0.002,0.004,0.002,0.8462860159002427
1,0.001,0.002,0.004,0.002,0.8467817118242351
1,0.001,0.006,0.004,0.002,0.8467817118242351
1,0.001,0.005,0.004,0.002,0.8467817118242351
1,0.001,0.008,0.004,0.002,0.8467817118242351
1,0.001,0.001,0.004,0.002,0.8467817118242351
1,0.001,0.004,0.004,0.002,0.8467817118242351
1,0.001,0.007,0.004,0.002,0.8467817118242351
1,0.001,0.003,0.004,0.002,0.8467817118242351
1,0.003,0.001,0.004,0.001,0.8815113633953995
1,0.003,0.007,0.004,0.001,0.8815113633953995
1,0.003,0.003,0.004,0.001,0.8815113633953995
1,0.003,0.006,0.004,0.001,0.8815113633953995
1,0.003,0.005,0.004,0.001,0.8815113633953995
1,0.003,0.004,0.004,0.001,0.8815113633953995
1,0.003,0.002,0.004,0.001,0.8815113633953995
1,0.003,0.008,0.004,0.001,0.8815113633953995
2,0.004,0.004,0.004,0.005,0.8821996552654241
2,0.004,0.005,0.004,0.005,0.8821996552654241
2,0.004,0.007,0.004,0.005,0.8821996552654241
2,0.004,0.003,0.004,0.005,0.8821996552654241
2,0.004,0.001,0.004,0.005,0.8821996552654241
2,0.004,0.006,0.004,0.005,0.8821996552654241
2,0.004,0.002,0.004,0.005,0.8821996552654241
2,0.004,0.008,0.004,0.005,0.8821996552654241
2,0.008,0.006,0.005,0.005,0.893939299243243
2,0.008,0.004,0.005,0.005,0.893939299243243
2,0.008,0.005,0.005,0.005,0.893939299243243
2,0.008,0.003,0.005,0.005,0.893939299243243
2,0.008,0.001,0.005,0.005,0.893939299243243
2,0.008,0.007,0.005,0.005,0.893939299243243
2,0.008,0.002,0.005,0.005,0.893939299243243
2,0.008,0.008,0.005,0.005,0.893939299243243
1,0.004,0.003,0.004,0.005,0.8983813237069473
1,0.004,0.006,0.004,0.005,0.8983813237069473
1,0.004,0.002,0.004,0.005,0.8983813237069473
1,0.004,0.004,0.004,0.005,0.8983813237069473
1,0.004,0.005,0.004,0.005,0.8983813237069473
1,0.004,0.001,0.004,0.005,0.8983813237069473
1,0.004,0.008,0.004,0.005,0.8983813237069473
1,0.004,0.007,0.004,0.005,0.8983813237069473
2,0.004,0.003,0.004,0.001,0.9240113058570312
2,0.004,0.007,0.004,0.001,0.9240113058570312
2,0.004,0.001,0.004,0.001,0.9240113058570312
2,0.004,0.005,0.004,0.001,0.9240113058570312
2,0.004,0.004,0.004,0.001,0.9240113058570312
2,0.004,0.002,0.004,0.001,0.9240113058570312
2,0.004,0.006,0.004,0.001,0.9240113058570312
2,0.004,0.008,0.004,0.001,0.9240113058570312
1,0.001,0.006,0.004,0.003,0.9289029119634619
1,0.001,0.004,0.004,0.003,0.9289029119634619
1,0.001,0.007,0.004,0.003,0.9289029119634619
1,0.001,0.008,0.004,0.003,0.9289029119634619
1,0.001,0.002,0.004,0.003,0.9289029119634619
1,0.001,0.001,0.004,0.003,0.9289029119634619
1,0.001,0.003,0.004,0.003,0.9289029119634619
1,0.001,0.005,0.004,0.003,0.9289029119634619
1,0.005,0.006,0.004,0.002,0.9485703648416764
1,0.005,0.008,0.004,0.002,0.9485703648416764
1,0.005,0.005,0.004,0.002,0.9485703648416764
1,0.005,0.007,0.004,0.002,0.9485703648416764
1,0.005,0.004,0.004,0.002,0.9485703648416764
1,0.005,0.003,0.004,0.002,0.9485703648416764
1,0.005,0.002,0.004,0.002,0.9485703648416764
1,0.005,0.001,0.004,0.002,0.9485703648416764
2,0.002,0.001,0.004,0.002,0.9575319122892362
2,0.002,0.003,0.004,0.002,0.9575319122892362
2,0.002,0.005,0.004,0.002,0.9575319122892362
2,0.002,0.002,0.004,0.002,0.9575319122892362
2,0.002,0.006,0.004,0.002,0.9575319122892362
2,0.002,0.004,0.004,0.002,0.9575319122892362
2,0.002,0.007,0.004,0.002,0.9575319122892362
2,0.002,0.008,0.004,0.002,0.9575319122892362
1,0.002,0.008,0.002,0.002,0.9672718112893032
1,0.002,0.006,0.002,0.002,0.9672718112893032
1,0.002,0.002,0.002,0.002,0.9672718112893032
1,0.002,0.001,0.002,0.002,0.9672718112893032
1,0.002,0.003,0.002,0.002,0.9672718112893032
1,0.002,0.005,0.002,0.002,0.9672718112893032
1,0.002,0.007,0.002,0.002,0.9672718112893032
1,0.002,0.004,0.002,0.002,0.9672718112893032
2,0.008,0.006,0.003,0.005,0.976483756192844
2,0.008,0.007,0.003,0.005,0.976483756192844
2,0.008,0.008,0.003,0.005,0.976483756192844
2,0.008,0.001,0.003,0.005,0.976483756192844
2,0.008,0.003,0.003,0.005,0.976483756192844
2,0.008,0.002,0.003,0.005,0.976483756192844
2,0.008,0.004,0.003,0.005,0.976483756192844
2,0.008,0.005,0.003,0.005,0.976483756192844
1,0.005,0.008,0.004,0.001,0.9770851954393152
1,0.005,0.002,0.004,0.001,0.9770851954393152
1,0.005,0.001,0.004,0.001,0.9770851954393152
1,0.005,0.006,0.004,0.001,0.9770851954393152
1,0.005,0.007,0.004,0.001,0.9770851954393152
1,0.005,0.005,0.004,0.001,0.9770851954393152
1,0.005,0.004,0.004,0.001,0.9770851954393152
1,0.005,0.003,0.004,0.001,0.9770851954393152
1,0.004,0.007,0.004,0.001,0.9771654641059703
1,0.004,0.008,0.004,0.001,0.9771654641059703
1,0.004,0.005,0.004,0.001,0.9771654641059703
1,0.004,0.001,0.004,0.001,0.9771654641059703
1,0.004,0.006,0.004,0.001,0.9771654641059703
1,0.004,0.003,0.004,0.001,0.9771654641059703
1,0.004,0.004,0.004,0.001,0.9771654641059703
1,0.004,0.002,0.004,0.001,0.9771654641059703
2,0.004,0.002,0.005,0.002,0.9785978160612672
2,0.004,0.008,0.005,0.002,0.9785978160612672
2,0.004,0.001,0.005,0.002,0.9785978160612672
2,0.004,0.003,0.005,0.002,0.9785978160612672
2,0.004,0.007,0.005,0.002,0.9785978160612672
2,0.004,0.004,0.005,0.002,0.9785978160612672
2,0.004,0.005,0.005,0.002,0.9785978160612672
2,0.004,0.006,0.005,0.002,0.9785978160612672
1,0.003,0.005,0.002,0.002,0.984644692485233
1,0.003,0.006,0.002,0.002,0.984644692485233
1,0.003,0.002,0.002,0.002,0.984644692485233
1,0.003,0.007,0.002,0.002,0.984644692485233
1,0.003,0.001,0.002,0.002,0.984644692485233
1,0.003,0.004,0.002,0.002,0.984644692485233
1,0.003,0.003,0.002,0.002,0.984644692485233
1,0.003,0.008,0.002,0.002,0.984644692485233
2,0.002,0.002,0.004,0.005,0.985977540863568
2,0.002,0.004,0.004,0.005,0.985977540863568
2,0.002,0.008,0.004,0.005,0.985977540863568
2,0.002,0.001,0.004,0.005,0.985977540863568
2,0.002,0.007,0.004,0.005,0.985977540863568
2,0.002,0.006,0.004,0.005,0.985977540863568
2,0.002,0.005,0.004,0.005,0.985977540863568
2,0.002,0.003,0.004,0.005,0.985977540863568
1,0.003,0.002,0.004,0.002,0.991541712417624
1,0.003,0.005,0.004,0.002,0.991541712417624
1,0.003,0.004,0.004,0.002,0.991541712417624
1,0.003,0.006,0.004,0.002,0.991541712417624
1,0.003,0.007,0.004,0.002,0.991541712417624
1,0.003,0.008,0.004,0.002,0.991541712417624
1,0.003,0.001,0.004,0.002,0.991541712417624
1,0.003,0.003,0.004,0.002,0.991541712417624
2,0.007,0.001,0.005,0.005,0.9966202301182913
2,0.007,0.004,0.005,0.005,0.9966202301182913
2,0.007,0.008,0.005,0.005,0.9966202301182913
2,0.007,0.002,0.005,0.005,0.9966202301182913
2,0.007,0.007,0.005,0.005,0.9966202301182913
2,0.007,0.005,0.005,0.005,0.9966202301182913
2,0.007,0.003,0.005,0.005,0.9966202301182913
2,0.007,0.006,0.005,0.005,0.9966202301182913
1,0.002,0.002,0.004,0.005,1.0020394273050972
1,0.002,0.007,0.004,0.005,1.0020394273050972
1,0.002,0.004,0.004,0.005,1.0020394273050972
1,0.002,0.003,0.004,0.005,1.0020394273050972
1,0.002,0.006,0.004,0.005,1.0020394273050972
1,0.002,0.008,0.004,0.005,1.0020394273050972
1,0.002,0.001,0.004,0.005,1.0020394273050972
1,0.002,0.005,0.004,0.005,1.0020394273050972
2,0.004,0.008,0.003,0.002,1.002522394333577
2,0.004,0.001,0.003,0.002,1.002522394333577
2,0.004,0.003,0.003,0.002,1.002522394333577
2,0.004,0.004,0.003,0.002,1.002522394333577
2,0.004,0.005,0.003,0.002,1.002522394333577
2,0.004,0.007,0.003,0.002,1.002522394333577
2,0.004,0.006,0.003,0.002,1.002522394333577
2,0.004,0.002,0.003,0.002,1.002522394333577
2,0.005,0.007,0.004,0.005,1.0028231712654097
2,0.005,0.008,0.004,0.005,1.0028231712654097
2,0.005,0.006,0.004,0.005,1.0028231712654097
2,0.005,0.001,0.004,0.005,1.0028231712654097
2,0.005,0.002,0.004,0.005,1.0028231712654097
2,0.005,0.005,0.004,0.005,1.0028231712654097
2,0.005,0.003,0.004,0.005,1.0028231712654097
2,0.005,0.004,0.004,0.005,1.0028231712654097
1,0.006,0.004,0.004,0.003,1.0034378754897944
1,0.006,0.001,0.004,0.003,1.0034378754897944
1,0.006,0.008,0.004,0.003,1.0034378754897944
1,0.006,0.005,0.004,0.003,1.0034378754897944
1,0.006,0.007,0.004,0.003,1.0034378754897944
1,0.006,0.002,0.004,0.003,1.0034378754897944
1,0.006,0.006,0.004,0.003,1.0034378754897944
1,0.006,0.003,0.004,0.003,1.0034378754897944
2,0.007,0.003,0.003,0.002,1.0057607016203558
2,0.007,0.005,0.003,0.002,1.0057607016203558
2,0.007,0.004,0.003,0.002,1.0057607016203558
2,0.007,0.008,0.003,0.002,1.0057607016203558
2,0.007,0.007,0.003,0.002,1.0057607016203558
2,0.007,0.006,0.003,0.002,1.0057607016203558
2,0.007,0.001,0.003,0.002,1.0057607016203558
2,0.007,0.002,0.003,0.002,1.0057607016203558
1,0.005,0.004,0.004,0.005,1.019004839706933
1,0.005,0.001,0.004,0.005,1.019004839706933
1,0.005,0.006,0.004,0.005,1.019004839706933
1,0.005,0.003,0.004,0.005,1.019004839706933
1,0.005,0.007,0.004,0.005,1.019004839706933
1,0.005,0.002,0.004,0.005,1.019004839706933
1,0.005,0.008,0.004,0.005,1.019004839706933
1,0.005,0.005,0.004,0.005,1.019004839706933
2,0.005,0.002,0.005,0.001,1.020187312774188
2,0.005,0.008,0.005,0.001,1.020187312774188
2,0.005,0.001,0.005,0.001,1.020187312774188
2,0.005,0.004,0.005,0.001,1.020187312774188
2,0.005,0.005,0.005,0.001,1.020187312774188
2,0.005,0.006,0.005,0.001,1.020187312774188
2,0.005,0.007,0.005,0.001,1.020187312774188
2,0.005,0.003,0.005,0.001,1.020187312774188
1,0.008,0.002,0.005,0.002,1.0393769673178404
1,0.008,0.004,0.005,0.002,1.0393769673178404
1,0.008,0.001,0.005,0.002,1.0393769673178404
1,0.008,0.008,0.005,0.002,1.0393769673178404
1,0.008,0.007,0.005,0.002,1.0393769673178404
1,0.008,0.006,0.005,0.002,1.0393769673178404
1,0.008,0.003,0.005,0.002,1.0393769673178404
1,0.008,0.005,0.005,0.002,1.0393769673178404
1,0.007,0.002,0.005,0.001,1.050845150661985
1,0.007,0.001,0.005,0.001,1.050845150661985
1,0.007,0.008,0.005,0.001,1.050845150661985
1,0.007,0.005,0.005,0.001,1.050845150661985
1,0.007,0.003,0.005,0.001,1.050845150661985
1,0.007,0.004,0.005,0.001,1.050845150661985
1,0.007,0.006,0.005,0.001,1.050845150661985
1,0.007,0.007,0.005,0.001,1.050845150661985
2,0.008,0.003,0.004,0.004,1.051709484984561
2,0.008,0.002,0.004,0.004,1.051709484984561
2,0.008,0.004,0.004,0.004,1.051709484984561
2,0.008,0.001,0.004,0.004,1.051709484984561
2,0.008,0.008,0.004,0.004,1.051709484984561
2,0.008,0.005,0.004,0.004,1.051709484984561
2,0.008,0.007,0.004,0.004,1.051709484984561
2,0.008,0.006,0.004,0.004,1.051709484984561
2,0.007,0.002,0.003,0.001,1.062248127860092
2,0.007,0.007,0.003,0.001,1.062248127860092
2,0.007,0.003,0.003,0.001,1.062248127860092
2,0.007,0.001,0.003,0.001,1.062248127860092
2,0.007,0.006,0.003,0.001,1.062248127860092
2,0.007,0.004,0.003,0.001,1.062248127860092
2,0.007,0.005,0.003,0.001,1.062248127860092
2,0.007,0.008,0.003,0.001,1.062248127860092
2,0.006,0.002,0.005,0.005,1.0975140701182984
2,0.006,0.008,0.005,0.005,1.0975140701182984
2,0.006,0.007,0.005,0.005,1.0975140701182984
2,0.006,0.004,0.005,0.005,1.0975140701182984
2,0.006,0.001,0.005,0.005,1.0975140701182984
2,0.006,0.006,0.005,0.005,1.0975140701182984
2,0.006,0.005,0.005,0.005,1.0975140701182984
2,0.006,0.003,0.005,0.005,1.0975140701182984
1,0.003,0.003,0.002,0.001,1.1028095632618906
1,0.003,0.004,0.002,0.001,1.1028095632618906
1,0.003,0.008,0.002,0.001,1.1028095632618906
1,0.003,0.007,0.002,0.001,1.1028095632618906
1,0.003,0.002,0.002,0.001,1.1028095632618906
1,0.003,0.006,0.002,0.001,1.1028095632618906
1,0.003,0.001,0.002,0.001,1.1028095632618906
1,0.003,0.005,0.002,0.001,1.1028095632618906
1,0.008,0.007,0.005,0.005,1.104310053451627
1,0.008,0.006,0.005,0.005,1.104310053451627
1,0.008,0.003,0.005,0.005,1.104310053451627
1,0.008,0.002,0.005,0.005,1.104310053451627
1,0.008,0.005,0.005,0.005,1.104310053451627
1,0.008,0.004,0.005,0.005,1.104310053451627
1,0.008,0.008,0.005,0.005,1.104310053451627
1,0.008,0.001,0.005,0.005,1.104310053451627
2,0.003,0.002,0.002,0.002,1.107501805518022
2,0.003,0.003,0.002,0.002,1.107501805518022
2,0.003,0.001,0.002,0.002,1.107501805518022
2,0.003,0.008,0.002,0.002,1.107501805518022
2,0.003,0.007,0.002,0.002,1.107501805518022
2,0.003,0.004,0.002,0.002,1.107501805518022
2,0.003,0.005,0.002,0.002,1.107501805518022
2,0.003,0.006,0.002,0.002,1.107501805518022
1,0.006,0.006,0.004,0.004,1.116537351280935
1,0.006,0.001,0.004,0.004,1.116537351280935
1,0.006,0.002,0.004,0.004,1.116537351280935
1,0.006,0.005,0.004,0.004,1.116537351280935
1,0.006,0.008,0.004,0.004,1.116537351280935
1,0.006,0.004,0.004,0.004,1.116537351280935
1,0.006,0.003,0.004,0.004,1.116537351280935
1,0.006,0.007,0.004,0.004,1.116537351280935
1,0.008,0.007,0.003,0.002,1.11763174064716
1,0.008,0.001,0.003,0.002,1.11763174064716
1,0.008,0.006,0.003,0.002,1.11763174064716
1,0.008,0.005,0.003,0.002,1.11763174064716
1,0.008,0.002,0.003,0.002,1.11763174064716
1,0.008,0.003,0.003,0.002,1.11763174064716
1,0.008,0.008,0.003,0.002,1.11763174064716
1,0.008,0.004,0.003,0.002,1.11763174064716
2,0.006,0.008,0.004,0.004,1.135320109651218
2,0.006,0.003,0.004,0.004,1.135320109651218
2,0.006,0.001,0.004,0.004,1.135320109651218
2,0.006,0.007,0.004,0.004,1.135320109651218
2,0.006,0.006,0.004,0.004,1.135320109651218
2,0.006,0.004,0.004,0.004,1.135320109651218
2,0.006,0.005,0.004,0.004,1.135320109651218
2,0.006,0.002,0.004,0.004,1.135320109651218
1,0.007,0.008,0.005,0.002,1.1406324339844975
1,0.007,0.002,0.005,0.002,1.1406324339844975
1,0.007,0.003,0.005,0.002,1.1406324339844975
1,0.007,0.005,0.005,0.002,1.1406324339844975
1,0.007,0.001,0.005,0.002,1.1406324339844975
1,0.007,0.004,0.005,0.002,1.1406324339844975
1,0.007,0.006,0.005,0.002,1.1406324339844975
1,0.007,0.007,0.005,0.002,1.1406324339844975
2,0.001,0.002,0.005,0.001,1.149936638750243
2,0.001,0.008,0.005,0.001,1.149936638750243
2,0.001,0.004,0.005,0.001,1.149936638750243
2,0.001,0.005,0.005,0.001,1.149936638750243
2,0.001,0.001,0.005,0.001,1.149936638750243
2,0.001,0.007,0.005,0.001,1.149936638750243
2,0.001,0.006,0.005,0.001,1.149936638750243
2,0.001,0.003,0.005,0.001,1.149936638750243
1,0.008,0.005,0.003,0.005,1.176001195412918
1,0.008,0.006,0.003,0.005,1.176001195412918
1,0.008,0.007,0.003,0.005,1.176001195412918
1,0.008,0.008,0.003,0.005,1.176001195412918
1,0.008,0.002,0.003,0.005,1.176001195412918
1,0.008,0.003,0.003,0.005,1.176001195412918
1,0.008,0.001,0.003,0.005,1.176001195412918
1,0.008,0.004,0.003,0.005,1.176001195412918
2,0.005,0.005,0.003,0.001,1.180130070464448
2,0.005,0.007,0.003,0.001,1.180130070464448
2,0.005,0.008,0.003,0.001,1.180130070464448
2,0.005,0.001,0.003,0.001,1.180130070464448
2,0.005,0.002,0.003,0.001,1.180130070464448
2,0.005,0.006,0.003,0.001,1.180130070464448
2,0.005,0.003,0.003,0.001,1.180130070464448
2,0.005,0.004,0.003,0.001,1.180130070464448
1,0.003,0.004,0.005,0.001,1.19119810049663
1,0.003,0.008,0.005,0.001,1.19119810049663
1,0.003,0.007,0.005,0.001,1.19119810049663
1,0.003,0.005,0.005,0.001,1.19119810049663
1,0.003,0.002,0.005,0.001,1.19119810049663
1,0.003,0.003,0.005,0.001,1.19119810049663
1,0.003,0.001,0.005,0.001,1.19119810049663
1,0.003,0.006,0.005,0.001,1.19119810049663
2,0.005,0.008,0.005,0.005,1.1984079101182676
2,0.005,0.006,0.005,0.005,1.1984079101182676
2,0.005,0.003,0.005,0.005,1.1984079101182676
2,0.005,0.007,0.005,0.005,1.1984079101182676
2,0.005,0.004,0.005,0.005,1.1984079101182676
2,0.005,0.001,0.005,0.005,1.1984079101182676
2,0.005,0.002,0.005,0.005,1.1984079101182676
2,0.005,0.005,0.005,0.005,1.1984079101182676
1,0.007,0.008,0.005,0.005,1.2055655201182844
1,0.007,0.007,0.005,0.005,1.2055655201182844
1,0.007,0.003,0.005,0.005,1.2055655201182844
1,0.007,0.001,0.005,0.005,1.2055655201182844
1,0.007,0.002,0.005,0.005,1.2055655201182844
1,0.007,0.004,0.005,0.005,1.2055655201182844
1,0.007,0.006,0.005,0.005,1.2055655201182844
1,0.007,0.005,0.005,0.005,1.2055655201182844
